handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
DLPCO500,Product,Pasta Shells Dalia 500g,500g X 20,68c626_f35d06d7a23b478e87ebe1ca062538d1~mv2.png,Couscous & Pasta;Wholesale Orders,DLPCO500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPLO500,Product,Pasta Bird Tongue Dalia 500g,500g X 20,68c626_93b941fa27314adab913337f0ef51807~mv2.png,Couscous & Pasta;Wholesale Orders,DLPLO500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPP500,Product,Pasta Small Lead Dalia 500g,500g X 20,acbaa7_ed0486b9641f470ebddf5dfb7323a021~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLPP500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPPL500,Product,Pasta Pen Dalia 500g,500g X 20,acbaa7_e0215cbc7d6f495c9768dd2d28068030~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLPPL500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPT500,Product,Pasta Torsade Dalia 500g,500g X 20,acbaa7_400532a18d804fe3bf1080335063f862~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLPT500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2PK,Product,Paprika 5kg,5kg X 5,acbaa7_8c3ea8dd98c148f3ab267b5815c88e17~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,E2PK,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFM,Product,Orange Flower Water Dar Bel Aamri 250ml,250ml X 24,acbaa7_4b2419a75e91481f8eaee37ba98966eb~mv2.jpg,Pastry Preparation;Wholesale Orders,EFM,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFO750,Product,Orange Flower Water Dar Bel Aamri 750ml,750ml X 12,acbaa7_80fb78064a2a4a73bf11b9839befde84~mv2.jpg,Pastry Preparation;Wholesale Orders,EFO750,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFOS245,Product,Orange Blossom Samra 245 Ml,245 Ml X 20,acbaa7_12df438c71ec4fe388fd094ba6c9b623~mv2.jpg,Pastry Preparation;Wholesale Orders,EFOS245,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFOS500,Product,Orange Blossom Samra 500 Ml,500 Ml X12,acbaa7_8a63723f2782448d82930ab8e476d494~mv2.jpg,Pastry Preparation;Wholesale Orders,EFOS500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFOZ750,Product,Orange Blossom Water EZZAHIA,750 ml X 12,68c626_dc0620d301694346bf17900f7c67a1ef~mv2.jpg,Algerian Products;Wholesale Orders,EFOZ750,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERS245,Product,Rose Water 245 Ml,245 Ml X 20,acbaa7_b756ef66011748a3ab43ae60cf26e3a3~mv2.jpg,Pastry Preparation;Wholesale Orders,ERS245,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETCCM70gx24,Product,Turmeric Tayeb 70 G,70 G X 24,acbaa7_c99b65044a014b23988034fedc0d2225~mv2.jpg,TAYEB Brand;Wholesale Orders,ETCCM70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETCM70gx24,Product,Cumin Tayeb 70 G,70 G X 24,acbaa7_4cd167329df04ec3b678c1b8328ff684~mv2.jpg,TAYEB Brand;Wholesale Orders,ETCM70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETCN70gx24,Product,Cinnamon Tayeb 70 G,70 G X 24,acbaa7_63724188af064177b7b8606deadc6927~mv2.jpg,TAYEB Brand;Wholesale Orders,ETCN70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETCOR40gx24,Product,Coriander Tayeb 40 G,40 G X 24,acbaa7_ee4a50d4d5054213a617ed445dd2d493~mv2.jpg,TAYEB Brand;Wholesale Orders,ETCOR40gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETCRS80gx24,Product,Cresson Seeds Tayeb 80 G,80 G X 24,68c626_89e9f41b40ab4a00bedb3d75a65c4b2e~mv2.png,TAYEB Brand;Wholesale Orders,ETCRS80gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETGG70gx24,Product,Ginger Tayeb 70 G,70 G X 24,68c626_89e9f41b40ab4a00bedb3d75a65c4b2e~mv2.png,TAYEB Brand;Wholesale Orders,ETGG70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETM7E70gx24,Product,7 Spices Blend Tayeb 70 G,70 G X 24,acbaa7_299d779fcbf14389ad4776db8283544b~mv2.jpg,TAYEB Brand;Wholesale Orders,ETM7E70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMCR70gx24,Product,Curry Spce Blend Tayeb 70 G,70 G X 24,acbaa7_34fd36b754644754b58ae1b1b3f9f3e9~mv2.jpg,TAYEB Brand;Wholesale Orders,ETMCR70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMCS70gx24,Product,Couscous Spice Blend Tayeb 70 G,70 G X 24,acbaa7_9278f8c8d9df4c5fb9ed4cf60ee0f2b5~mv2.jpg,TAYEB Brand;Wholesale Orders,ETMCS70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMG70gx24,Product,Bbq Spice Blend Tayeb 70 G,70 G X 24,acbaa7_d6b016dbd2c447bcac031de195d6286a~mv2.jpg,TAYEB Brand;Wholesale Orders,ETMG70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMK70gx24,Product,Kefta Spice Blend Tayeb Case of 12,<p>12 Pack</p>,acbaa7_6ed8738343e247ce919b022b3c687c53~mv2.jpg,TAYEB Brand;Wholesale Orders,ETMK70gx24,Only 2 Left,59.95,,true,PERCENT,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMPL70gx24,Product,Chiken Spice Blend Tayeb 70 G,70 G X 24,acbaa7_dc06178b9a434734ad6de5d949049442~mv2.jpg,TAYEB Brand;Wholesale Orders,ETMPL70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMPS70gx24,Product,Fish Spice Blend Tayeb 70 G,70 G X 24,acbaa7_e641d5b363904817900e757c92019ced~mv2.jpg,TAYEB Brand;Wholesale Orders,ETMPS70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMPZ30gx24,Product,Pizza Spice Blend Tayeb 30 G,30 G X 24,acbaa7_63d1259be3d54f8c9a2399c7e764cfb7~mv2.jpg,TAYEB Brand;Wholesale Orders,ETMPZ30gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMRH70gx24,Product,Ras El Hanout Spice Blend Tayeb 70 G,70 G X 24,acbaa7_0f36c8f3d87a4b4382de2b7674e2a777~mv2.jpg,TAYEB Brand;Wholesale Orders,ETMRH70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMTG70gx24,Product,Tagine Spice Blend Tayeb 70 G,70 G X 24,,TAYEB Brand;Wholesale Orders,ETMTG70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETORG15gx24,Product,Oregano Tayeb 15 G,15 G X 24,acbaa7_7c86c1819a62417da9d5b3f57206795a~mv2.jpg,TAYEB Brand;Wholesale Orders,ETORG15gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETPK70gx24,Product,Paprika Tayeb 70g,70 G X 24,acbaa7_a619ce58bb914606a8d02b278a71193a~mv2.jpg,TAYEB Brand;Wholesale Orders,ETPK70gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETPNM50gx24,Product,Ground Black Pepper Tayeb 50 G,50 G X 24,68c626_89e9f41b40ab4a00bedb3d75a65c4b2e~mv2.png,TAYEB Brand;Wholesale Orders,ETPNM50gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETTHG30gx24,Product,Thyme Tayeb 30g,30 G X 24,68c626_89e9f41b40ab4a00bedb3d75a65c4b2e~mv2.png,TAYEB Brand;Wholesale Orders,ETTHG30gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBD80,Product,Spring Roll Pastry Diouile 10s X 80,10 Feuiles X 80,,Pastry Preparation;Wholesale Orders,FBD80,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBN50,Product,Spring Roll Pastry Naima 268 G,10 Feuilles X 50,acbaa7_6a18e8406ba04bb38be79b3923e914fb~mv2.jpg,Pastry Preparation;Wholesale Orders,FBN50,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBT100,Product,Spring Roll Pastry (malsouka) Tayeb 170 G,10 Feuilles X 100,,Pastry Preparation;Wholesale Orders,FBT100,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDCH,Product,Delicio Chocolate Custard,4 Portions X 48,acbaa7_f0a5fc69772f4beeab772130fac6be2c~mv2.jpg,Custards (1 Portion);Wholesale Orders,FDCH,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDCH4,Product,Delicio Chocolate Custard,4 Portions X 48,acbaa7_f0a5fc69772f4beeab772130fac6be2c~mv2.jpg,Custards (4 Portions);Wholesale Orders,FDCH4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDO,Product,Delicio Eggs Custard,4 Portions X 48,acbaa7_a108d48959ab4ba4bbd3dfc313f12624~mv2.jpg,Custards (1 Portion);Wholesale Orders,FDO,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDO4,Product,Delicio Eggs Custard,4 Portions X 48,acbaa7_a108d48959ab4ba4bbd3dfc313f12624~mv2.jpg,Custards (4 Portions);Wholesale Orders,FDO4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDS,Product,Delicio Semolina Custard,4 Portions X 48,acbaa7_fce4f4a955404f29b5dd878afa1f2a11~mv2.jpg,Custards (1 Portion);Wholesale Orders,FDS,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDS4,Product,Delicio Semolina Custard,4 Portions X 48,acbaa7_fce4f4a955404f29b5dd878afa1f2a11~mv2.jpg,Custards (4 Portions);Wholesale Orders,FDS4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDV,Product,Delicio Vanilla Custard,4 Portions X 48,acbaa7_440aca72370e4237a8f2880561c31376~mv2.jpg,Custards (1 Portion);Wholesale Orders,FDV,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDV4,Product,Delicio Vanilla Custard,4 Portions X 48,acbaa7_440aca72370e4237a8f2880561c31376~mv2.jpg,Custards (4 Portions);Wholesale Orders,FDV4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FH24,Product,La Hollandaise 24p,24p X 32,acbaa7_0411e099a6e14a55a77291a1bd831b8d~mv2.jpg,Others;Wholesale Orders,FH24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIB,Product,Ideal Banana Custard,4 Portions X 64,acbaa7_c19b858944eb45dfb9fe63ac74aac76a~mv2.jpg,Custards (1 Portion);Wholesale Orders,FIB,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIB4,Product,Ideal Banana Custard,4 Portions X 64,acbaa7_c19b858944eb45dfb9fe63ac74aac76a~mv2.jpg,Custards (4 Portions);Wholesale Orders,FIB4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIC,Product,Ideal Caramel Custard,4 Portions X 64,acbaa7_ceb0e6905f6e4c97b34fc02f4208f110~mv2.jpg,Custards (1 Portion);Wholesale Orders,FIC,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIC4,Product,Ideal Caramel Custard,4 Portions X 64,acbaa7_ceb0e6905f6e4c97b34fc02f4208f110~mv2.jpg,Custards (4 Portions);Wholesale Orders,FIC4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICC,Product,Ideal Chocolate Caramel Cream Custard,4 Portions X 64,acbaa7_6bd024a222cd4b8c8da3a4741670b7d1~mv2.jpg,Custards (1 Portion);Wholesale Orders,FICC,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICH,Product,Ideal Chocolate Custard,4 Portions X 64,acbaa7_9909e12fd2b84d44bcc05c9a67b80742~mv2.jpg,Custards (1 Portion);Wholesale Orders,FICH,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICN,Product,Ideal Chocolate Hazelnut Custard,4 Portions X 64,acbaa7_58215ec9710746c48ec1eb2ee4e7d07c~mv2.jpg,Custards (1 Portion);Wholesale Orders,FICN,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICN4,Product,Ideal Chocolate Hazelnut Custard,4 Portions X 64,acbaa7_58215ec9710746c48ec1eb2ee4e7d07c~mv2.jpg,Custards (4 Portions);Wholesale Orders,FICN4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICP,Product,Ideal Cappuchino Custard,4 Portions X 64,acbaa7_8a45618241694ea3b4d070ea53b11e5f~mv2.jpg,Custards (1 Portion);Wholesale Orders,FICP,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICP4,Product,Ideal Cappuchino Custard,4 Portions X 64,acbaa7_8a45618241694ea3b4d070ea53b11e5f~mv2.jpg,Custards (4 Portions);Wholesale Orders,FICP4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIF,Product,Ideal Strawberry Custard,4 Portions X 64,acbaa7_39136059ddf141c3b72e5c5d7b737028~mv2.jpg,Custards (1 Portion);Wholesale Orders,FIF,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIF4,Product,Ideal Strawberry Custard,4 Portions X 64,acbaa7_39136059ddf141c3b72e5c5d7b737028~mv2.jpg,Custards (4 Portions);Wholesale Orders,FIF4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nice
FIR,Product,Ideal Raib Custard,1 Portions X 64,acbaa7_934810b706ba4074b80f2aec1b037207~mv2.jpg,Custards (1 Portion);Wholesale Orders,FIR,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bananas
FIR4,Product,Ideal Raib Custard,4 Portions X 64,acbaa7_934810b706ba4074b80f2aec1b037207~mv2.jpg,Custards (4 Portions);Wholesale Orders,FIR4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIV,Product,Ideal Vanilla Custard,4 Portions X 64,acbaa7_e3a30ea4fbcc4195859ad7cc4c565175~mv2.jpg,Custards (1 Portion);Wholesale Orders,FIV,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHJOx24,Product,Hammam Gloves Jardin D'olean,1 X 24,acbaa7_e94410cf60c24d46935ec754dab05c89~mv2.jpg,Body Care;Wholesale Orders,GHJOx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nice
GS40,Product,Guessaa 40 Cm,Chaque,acbaa7_9bb7457480094096b3f20b2e85fb621d~mv2.jpg,Kitchen items;Wholesale Orders,GS40,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS45,Product,Guessaa 45 Cm,Chaque,,Kitchen items;Wholesale Orders,GS45,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSA50,Product,Guesaa 50 Cm,Chaque,,Kitchen items;Wholesale Orders,GSA50,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD40,Product,Guesaa 40 Cm,Chaque,acbaa7_01dc5c549fd247b495a6bc4b8efb7607~mv2.jpg,Kitchen items;Wholesale Orders,GSD40,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD45,Product,Guesaa 45 Cm,Chaque,,Kitchen items;Wholesale Orders,GSD45,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSD50,Product,Guessaa 50 Cm,Chaque,,Kitchen items;Wholesale Orders,GSD50,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAN,Product,Anis Talmest 50g,50g X 50,acbaa7_b50a7d17432a4d98ade9592ae551e66c~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,HAN,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARCD125,Product,Argan Oil Pure 125ml Dermagan,125ml X 12,68c626_dc9aab7f1204462a8cf1c19a2cf30853~mv2.jpg,Others;Wholesale Orders,HARCD125,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARG250ml,Product,Argan Oil Pure 250ml Huilargan,250ml X 12,68c626_d839a27cc7df42ef91d0b93267ec9363~mv2.jpg,Others;Wholesale Orders,HARG250ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARS12,Product,Harissa Marocaine Oualili 12 Kg (seau),12kg X 1,acbaa7_be21ee393678461ba7c27790f378314f~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,HARS12,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARS37,Product,Harissa Marocaine Oualili 320 G X 12,340g X 12,68c626_4010214cf00c40f68c065cf4607c7598~mv2.png,Sauces Spice & Herbs;Wholesale Orders,HARS37,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Product,Caraway Talmest 50g,50g X 40,,Herbs & Spices;Wholesale Orders,HC,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCAB60ml,Product,Cosmetic Oil - Apricot,60ml X 15,acbaa7_3413d2f1adee4d0697580744ab5e37f0~mv2.jpg,Body Care;Wholesale Orders,HCAB60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCAD60ml,Product,Cosmetic Oil - Almond,60ml X 15,acbaa7_923a300ac2984b1a81d3f8ddaa092edf~mv2.jpg,Body Care;Wholesale Orders,HCAD60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCAIL60ml,Product,Cosmetic Oil - Garlic,60ml X 15,acbaa7_dfe87fdc4a2e44b98794e4838f0f7792~mv2.jpg,Body Care;Wholesale Orders,HCAIL60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCALV60ml,Product,Cosmetic Oil - Aloe Vera,60ml X 15,68c626_6541413428d24e1a9b3b1f2a5c3c3dd5~mv2.jpg,Body Care;Wholesale Orders,HCALV60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCAPP60ml,Product,Cosmetic Oil - Argan First Pressure,60ml X 15,68c626_ff55f2b67f5f4ca99d7fd080636b255e~mv2.jpg,Body Care;Wholesale Orders,HCAPP60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCARG60ml,Product,Cosmetic Oil - Roasted Argan,60ml X 15,acbaa7_a01796f03e7a43b8864988481221dc4d~mv2.jpg,Body Care;Wholesale Orders,HCARG60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCAVC60ml,Product,Cosmetic Oil - Avocado,60ml X 15,68c626_5f96f25b01b04433882c4736d6c98f69~mv2.jpg,Body Care;Wholesale Orders,HCAVC60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCCOC60ml,Product,Cosmetic Oil - Coconut,60ml X 15,acbaa7_b193b7662b6a4093a31f431979c1486c~mv2.jpg,Body Care;Wholesale Orders,HCCOC60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCCRT60ml,Product,Cosmetic Oil - Carrot,60ml X 15,68c626_9d89bebc7c884297bd7ff2493e560709~mv2.jpg,Body Care;Wholesale Orders,HCCRT60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCGB60ml,Product,Cosmetic Oil - Wheat Germ,60ml X 15,acbaa7_1ef2c81ed83444d29b84ecc0cdf41c2a~mv2.jpg,Body Care;Wholesale Orders,HCGB60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCKRT60ml,Product,Cosmetic Oil - Shea,60ml X 15,acbaa7_29c3f12414ac436a83a782e17d082273~mv2.jpg,Body Care;Wholesale Orders,HCKRT60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCMCD60ml,Product,Cosmetic Oil - Macadamia,60ml X 15,acbaa7_6850cd6b14e74262b593bc25c001f909~mv2.jpg,Body Care;Wholesale Orders,HCMCD60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCNST60ml,Product,Cosmetic Oil - Hazelnut,60ml X 15,acbaa7_f7c6a57d82404d65b61124e53ba9828e~mv2.jpg,Body Care;Wholesale Orders,HCNST60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCPR60ml,Product,Cosmetic Oil - Grape Seeds,60ml X 15,acbaa7_3c0b39ccaeb04486ae1f7ad75fe48402~mv2.jpg,Body Care;Wholesale Orders,HCPR60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCRC60ml,Product,Cosmetic Oil - Castor,60ml X 15,acbaa7_291e4f2dc1334e92b9a5cf8ccfdf66ea~mv2.jpg,Body Care;Wholesale Orders,HCRC60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCSSM60ml,Product,Cosmetic Oil - Sesame,60ml X 15,acbaa7_78d947781e9c4a959410b75de030cc32~mv2.jpg,Body Care;Wholesale Orders,HCSSM60ml,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HF,Product,Fennel Talmest 50g,50g X 50,acbaa7_f7db5ecdc7544f10a9578a9efe4d0d25~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,HF,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFCB1/2,Product,Harissa Flamme Du Capbon 1/2 380g X 24,380g X 24,,Sauces & Harissa & Vinegar;Wholesale Orders,HFCB1/2,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
