handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_e006d459-0f11-ac03-105e-85b1c50abe6b,Product,El Mordjene Roasted Hazelnut Cream (Creme de Noisettes Grilles),"<p>- Discover the delicious El Mordjene Roasted Hazelnut Cream (Creme de Noisettes Grilles). - It's GLUTEN FREE and PRESERVATIVE FREE. - Comes in a large 700g jar. - This special treat from Algeria is: - Rare and highly sought-after - BANNED IN the EU, making it unique. - DIRECT IMPORT AND DISTRIBUTION by La Vague Imports ensures it's genuine. - Perfect for lovers of rare, high-quality foods. - A great addition to your gourmet pantry. - Enjoy the rich, nutty flavor that only El Mordjene offers.</p><p>&nbsp;</p><p>WHOLESALE 6 in a case</p>",68c626_1a4ab5d5e6d54713a30326203defcf58~mv2.png,Algerian Products,,HOT ITEM,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0ac25b8d-894d-d912-b5aa-b2d4ef974182,Product,El Mordjene Roasted Hazelnut Cream (Creme de Noisettes Grilles),"<p>- Discover the delicious El Mordjene Roasted Hazelnut Cream (Creme de Noisettes Grilles). - It's GLUTEN FREE and PRESERVATIVE FREE. - Comes in a large 700g jar. - This special treat from Algeria is: - Rare and highly sought-after - BANNED IN the EU, making it unique. - DIRECT IMPORT AND DISTRIBUTION by La Vague Imports ensures it's genuine. - Perfect for lovers of rare, high-quality foods. - A great addition to your gourmet pantry. - Enjoy the rich, nutty flavor that only El Mordjene offers.</p><p>&nbsp;</p><p>WHOLESALE 6 in a case</p>",68c626_1a4ab5d5e6d54713a30326203defcf58~mv2.png,Best Sellers,,Almost Gone,42.95,,true,PERCENT,0.0,InStock,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOEV2,Product,Extra Virgin Olive Oil El Ouazzania 2l,- Experience the rich taste of Extra Virgin Olive Oil El Ouazzania 2L   - Case size: 6 bottles of 2 liters each  - Available at La Vague Imports  - High-quality oil enhances your dishes  - Offers true flavors that demonstrate our commitment to quality- With La Vague Imports:  - Get top products  - Enjoy a simple online shopping experience  - Perfect for home and professional use  - Enjoy a healthier lifestyle with each drop- Our wholesale service offers the best value for your needs,acbaa7_8eb27fad8e514e23a93188a0c5ac4710~mv2.jpg,Best Sellers;Olive Oil El Ouazzania;Wholesale Orders;ECOM,HOEV2,Top Rated,59.95,,true,AMOUNT,5.0,InStock,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOV2,Product,Virgin Olive Oil El Ouazzania 2l,2l X 12,68c626_fbfbfd1d12b14d7bb51383f3a152268e~mv2.png;68c626_382df8046c764e45b0f57dcef984b7c0~mv2.png,Best Sellers;Olive Oil El Ouazzania;Wholesale Orders;ECOM,HOV2,Top Rated,54.95,,true,AMOUNT,5.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSB125G,Product,Green Tea Sultan Baroud 100 G,100g X 120,acbaa7_9195675cd77c4cfbb210761892f7a2ed~mv2.jpg,Teas;Wholesale Orders,TVSB125G,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSB200G,Product,Green Tea Sultan Baroud 200 G,200g X 60,68c626_2ae52be2516e4619b12443ee6373c93e~mv2.jpg,Teas;Wholesale Orders,TVSB200G,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABACSF1,Product,Couscous Fine AMOR BEN AMOR,1Kg x 12,68c626_e8daec3d4d9747c9b1b91ebaa367798d~mv2.jpg,Algerian Products;Wholesale Orders,ABACSF1,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM84,Product,COCO Noura Charcoal 84 Cube,1kg * 20,68c626_724887f473e84ad1aebc4755056a2f7a~mv2.png,COCO Noura Charcoal;Wholesale Orders,CM84,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN96,Product,COCO Noura Charcoal 96 Shards,1kg * 20,68c626_35271b9600c14365b6bfb84c2e779848~mv2.png,COCO Noura Charcoal;Wholesale Orders,CN96,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGS2L,Product,Selecto Drink,2l X 6,68c626_2b051f392488499e9d7609c18337c018~mv2.jpg,Drinks;Wholesale Orders,BGS2L,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSO2L,Product,Slim Orange Drink,2l X 6,68c626_65a5cb27958f48fcb6a0926155ff91ff~mv2.png,Drinks;Wholesale Orders,BGSO2L,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLCSF1,Product,Couscous Fine Dalia 1kg,1kg X 12,acbaa7_854aac52a5ee4e7484417337394a52ac~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLCSF1,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICC4,Product,Chocolate Caramel Cream Custard Ideal,4 Portions X 64,acbaa7_6bd024a222cd4b8c8da3a4741670b7d1~mv2.jpg,Custards (4 Portions);Wholesale Orders,FICC4,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOV1,Product,Virgin Olive Oil El Ouazzania 1l,1l X 15,acbaa7_a8d676b7ac0a45d3bd3ccc8c7d3d0aeb~mv2.jpg,Best Sellers;Olive Oil El Ouazzania;Wholesale Orders;ECOM,HOV1,Top Rated,34.95,,true,AMOUNT,5.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC3P,Product,Maruja Chic Biscuit,3 Pack,68c626_e19fbca5d999479ba9ea58e53f79ef19~mv2.jpg,Biscuits & Sweets;Wholesale Orders,MC3P,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBISM5,Product,Pack Of 5 Biscuits Mirendina,(36g X 5) X 36,acbaa7_7fcf0c64497141b69d01015c16b8bc0e~mv2.jpg,Biscuits & Sweets;Wholesale Orders,PBISM5,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABACSM1,Product,Couscous Medium AMOR BEN AMOR,1Kg x 12,68c626_2aec09a5cadb4f09b30f5035a61a69f3~mv2.jpg,Algerian Products;Wholesale Orders,ABACSM1,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O111A,Product,Al Maghribya Moroccan Extra Virgin Olive Oil 2l*12,<p>12 * 2L</p>,68c626_a09caf3828c540bc93419415988cce30~mv2.png,Olive Oil;Wholesale Orders;ECOM,O111A,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O367R,Product,Morocolives Green Olives Spicy 12*1 Lbs,1 Lbs,68c626_78233590f8664a9c9c0bcc1e1d03238c~mv2.png,Olives;Morocolives ;Wholesale Orders,O367R,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONFG20,Product,Black Olives (greek Style) Vacuum Oualili 20 Kg (5kg X 4),5kg X 4,acbaa7_169c54b25d0d4d62b09979fc0ad22b34~mv2.jpg,Olives;Wholesale Orders,ONFG20,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R272U,Product,Marrakesh DILL WEED 12*2oz,2Oz,68c626_22ceb4cbfa5d441c867ea1122dacea82~mv2.png,"Retail Spices, Marrakesh Spices;Wholesale Orders",R272U,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSC2L,Product,Slim Lemon Drink,2l X 6,68c626_ddc9e0a4ba8c4775935189f6ba12d952~mv2.jpg;68c626_93d3b799446a49668fa6759ca10eebf3~mv2.png,Drinks;Wholesale Orders,BGSC2L,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIB8,Product,Broth Cube Ideal Halal Beef X 8,8 Cubes X 96,68c626_f83588249d1149c28386461f6a8a31a1~mv2.png,Broth & Soups Ideal;Wholesale Orders,BIB8,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCC,Product,Maruja Chocolate Sandwhich Cookies,12 Pcs,68c626_bbbc9aa426c74e36bddad4a941f9f4b3~mv2.jpg,Biscuits & Sweets;Wholesale Orders,MCSC,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMCA,Product,Maruja Milk Chocolate Bar w/ Almonds,20 Pcs,68c626_0d076844167b4c8aa7966299388cb9cc~mv2.jpg,Biscuits & Sweets;Wholesale Orders,MMCA,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPV500,Product,Pasta Medium Vermicelli Dalia 500g,500g X 20,acbaa7_767a9796c8a744fe84673fd66461143a~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLPV500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O40C,Product,Morocolives Grillled Pitted Olives w/ Garlic & Herbs 12*1 Lbs,1 Lbs,68c626_78233590f8664a9c9c0bcc1e1d03238c~mv2.png,Olives;Morocolives ;Wholesale Orders,O40C,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R242D,Product,Marrakesh BLACK PEPPER Ground 12*8oz,8 Oz,68c626_ef00c81a00bf4d3a9651d61893855786~mv2.png,"Retail Spices, Marrakesh Spices;Wholesale Orders",R242D,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGH2L,Product,Hamoud White Drink,2l X 6,68c626_b36136f8bd7b42eb95aea3765542f710~mv2.jpg,Drinks;Wholesale Orders,BGH2L,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGN2,Product,Classic N'gaous Drink,2l X 6,68c626_1b8c5d1164b346cfa15fa331cdb6c842~mv2.jpg,Drinks;Wholesale Orders,BGN2,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGP1.5L,Product,Pom's Drink,1.5l X 6,68c626_6699cccbd75843e2ad68802e98c127c5~mv2.jpg,Drinks;Wholesale Orders,BGP1.5L,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIM8,Product,Broth Cube Ideal Halal Lamb X 8,8 Cubes X 96,68c626_9dc88ebd32ac495a940c0a8527992394~mv2.png,Broth & Soups Ideal;Wholesale Orders,BIM8,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSTRF1kg,Product,Couscous Fine Tria 1kg,1kg X 15,acbaa7_73fff38ec9ad49b2ab37d764e01f6ca5~mv2.jpg,Couscous & Pasta;Wholesale Orders,CSTRF1kg,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM8,Product,Olives Msslala Oualili 8kg,8kg X 1,acbaa7_b6c57a8800fe4c728a9e6d7b9a1dc1f7~mv2.jpg,Olives;Wholesale Orders,OM8,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBISTG10,Product,Pack Of 10 Biscuits Tagger,(24g X 10) X 36,,Biscuits & Sweets;Wholesale Orders,PBISTG10,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBISTGO10,Product,Pack Of 10 Biscuits Tango Choco,(25g X 10) X 36,,Biscuits & Sweets;Wholesale Orders,PBISTGO10,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIP8,Product,Broth Cube Ideal Halal Chicken X 8,8 Cubes X 96,68c626_11c0f80068e14577bfe0ed477b1dbabb~mv2.png,Broth & Soups Ideal;Wholesale Orders,BIP8,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDC,Product,Maruja Crema De Cacao,700g X 12,68c626_65ed574be59e42a897c43483e3e340c9~mv2.jpg,Biscuits & Sweets;Wholesale Orders,MCDC,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLCSM1,Product,Couscous Medium Dalia 1kg,1kg X 12,acbaa7_3c6ad92d63824c0e8f5bf50e5b50f282~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLCSM1,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPS500,Product,Pasta Spaguetti Dalia 500g,500g X 20,acbaa7_4ce49abe76204a97bb2382b80da9eb2c~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLPS500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O442B,Product,Morocolives Whole Green Olives Bled 12*1 Lbs,1 Lbs,68c626_78233590f8664a9c9c0bcc1e1d03238c~mv2.png,Olives;Morocolives ;Wholesale Orders,O442B,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGSA2L,Product,Soft Drink SLIM Pineapple,2L x 6,68c626_de6d2fc5733a42229c52bfa1b4822e2f~mv2.jpg,Drinks;Wholesale Orders,BGSA2L,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O384G,Product,Morocolives Kalamata sliced olives 2*10 Lbs,10 Lbs,68c626_78233590f8664a9c9c0bcc1e1d03238c~mv2.png,Olives;Morocolives ;Wholesale Orders,O384G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVC6-72cl,Product,Broken Green Olives & Lemon Oualili 400g,400g X 6,acbaa7_959c130df8c549c48a51774955271c3e~mv2.jpg,Olives;Wholesale Orders,OVC6-72cl,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCI,Product,Cacao Powder 5 Sachets Of 7 G,(35g X 5) X 12,acbaa7_7e4310a824594e89a8efcc4c61c591dc~mv2.jpg,Pastry Preparation;Wholesale Orders,PCI,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O401X,Product,Morocolives HARISSA  12*1.5 Lbs,5 Lbs,68c626_78233590f8664a9c9c0bcc1e1d03238c~mv2.png,Olives;Morocolives ;Wholesale Orders,O401X,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISA8,Product,Broth Cube Ideal Halal Saffron X 8,8 Cubes X 96,acbaa7_5e62cd4c55c241ddbec55edbc30abccb~mv2.jpg,Broth & Soups Ideal;Wholesale Orders,BISA8,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISM40g,Product,Biscuit Merendina 45 G,40g X 36,acbaa7_dc4cc746a5fd487e9053383c5899b69f~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISM40g,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISPC130g,Product,Biscuit Prince Chocolate 130g,130g X 20,acbaa7_56f279601dc646c2bbca79f45c247b0e~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISPC130g,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICH4,Product,Chocolate Custard Ideal,4 Portions X 64,acbaa7_9909e12fd2b84d44bcc05c9a67b80742~mv2.jpg,Custards (4 Portions);Wholesale Orders,FICH4,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIV4,Product,Vanilla Custard Ideal,4 Portions X 64,acbaa7_e3a30ea4fbcc4195859ad7cc4c565175~mv2.jpg,Custards (4 Portions);Wholesale Orders,FIV4,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOEV750,Product,Extra Virgin Olive Oil El Ouazzania 750 Ml,750ml X 12,acbaa7_820f0b737f694285ae2d3f323cf65d16~mv2.jpg,Olive Oil El Ouazzania;Wholesale Orders,HOEV750,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOV5,Product,Olive Oil Virgin El Ouazzania 5l,5l X 6,68c626_b5a7f4c18b7b4a7bafcf097e96a16e5b~mv2.jpg,Best Sellers;Olive Oil El Ouazzania;Wholesale Orders,HOV5,Top Rated,129.95,,true,AMOUNT,10.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDCT,Product,Maruja Crema De Cacao y Avellana ( Twister),700g X 12,68c626_ad9a9c6f61df4772af6787a8bd0c6a48~mv2.jpg,Biscuits & Sweets;Wholesale Orders,MCDCT,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCW4,Product,Maruja Chocolate Waffer,400g,68c626_a4d5760740104b77bd4ff88c73d76436~mv2.jpg,Biscuits & Sweets;Wholesale Orders,MCW4,Top Rated,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOGB3,Product,The Blue - Moroccan Extra Virgin Olive Oil - 3L Tin,3l,68c626_69542e2fad0a4dcfbf651209132225cc~mv2.png,Olive Oil;Wholesale Orders,MOGB3,New Item,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOGBD5,Product,Red Olive Oil - Bold & Dynamic - 500ml,500 Ml x,68c626_62944195103448f4828bb2efcebfdb5c~mv2.png,Olive Oil;Wholesale Orders,MOGBD5,New Item,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOGBF5,Product,Blue Olive Oil - Bright & Fruity - 500ml,500 Ml x,68c626_0a1b49f219fe4327ae1966a392153dc3~mv2.png,Olive Oil;Wholesale Orders,MOGBF5,New Item,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOGR3,Product,The Red - Moroccan Extra Virgin Olive Oil - 3L Tin,3l,68c626_8370890e651d47378ddd4c82825e1ec7~mv2.png,Olive Oil;Wholesale Orders,MOGR3,New Item,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-37,Product,Mayonnaise 330 Ml,330ml X 12,68c626_62bfc88440ec4ea1b9070d3478949533~mv2.png,Sauces Spice & Herbs;Wholesale Orders,May-37,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR1,Product,Vanilla Aroma Samra 50 Ml,50 Ml X 12,acbaa7_8d946f0eaa274ec4ba38b9780661d7bc~mv2.jpg,Pastry Preparation;Wholesale Orders,AR1,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR10,Product,Orange Aroma Samra 50 Ml,50 Ml X 12,acbaa7_17be425f7c224930a5521ccf736522a4~mv2.jpg,Pastry Preparation;Wholesale Orders,AR10,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR11,Product,Rose Aroma Samra 50 Ml,50 Ml X 12,acbaa7_380ff354ed3d471fa8b8e757baacf2c2~mv2.jpg,Pastry Preparation;Wholesale Orders,AR11,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR12,Product,Chocolate Aroma Samra 50 Ml,50 Ml X 12,acbaa7_4cbd1d59441c439aa0e18629a4cee356~mv2.jpg,Pastry Preparation;Wholesale Orders,AR12,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR13,Product,Food Coloring Blue Samra 50ml,50 Ml X 12,acbaa7_2c991018c2a14f71b86c23eb02132a77~mv2.jpg,Pastry Preparation;Wholesale Orders,AR13,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR14,Product,Food Coloring Yellow Samra 50ml,50 Ml X 12,acbaa7_b58f5bf868664c7a9fa72d150c75784c~mv2.jpg,Pastry Preparation;Wholesale Orders,AR14,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR15,Product,Food Coloring Red Samra 50ml,50 Ml X 12,acbaa7_2ba3e8652ff1442bb3228026a9daa37c~mv2.jpg,Pastry Preparation;Wholesale Orders,AR15,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR16,Product,Food Coloring Green Samra 50ml,50 Ml X 12,acbaa7_3ea0cccb4da041bba5a773c959ab9116~mv2.jpg,Pastry Preparation;Wholesale Orders,AR16,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR17,Product,Coconut Aroma Samra 50 Ml,50 Ml X 12,acbaa7_2a788f3715fe4f77be9118762c0e4cfc~mv2.jpg,Pastry Preparation;Wholesale Orders,AR17,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR2,Product,Almond Aroma Samra 50 Ml,50 Ml X 12,acbaa7_5e490bbebc484dbba76801119fc7f397~mv2.jpg,Pastry Preparation;Wholesale Orders,AR2,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR3,Product,Pistachio Aroma Samra 50 Ml,50 Ml X 12,acbaa7_f8f03bb99bcc43a6864f74c41b0026fd~mv2.jpg,Pastry Preparation;Wholesale Orders,AR3,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR4,Product,Pineapple Aroma Samra 50 Ml,50 Ml X 12,acbaa7_3dfdbade729d47ea80d47c18d9a41796~mv2.jpg,Pastry Preparation;Wholesale Orders,AR4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR5,Product,Banana Aroma Samra 50 Ml,50 Ml X 12,acbaa7_1cf0c1a92173421eb15295791429355e~mv2.jpg,Pastry Preparation;Wholesale Orders,AR5,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR6,Product,Coffee Aroma Samra 50 Ml,50 Ml X 12,acbaa7_4d66131394424ac9a021bd40ac3848c0~mv2.jpg,Pastry Preparation;Wholesale Orders,AR6,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR7,Product,Lemon Aroma Samra 50 Ml,50 Ml X 12,acbaa7_06b3862c445b4a9eb881336ebb78d66d~mv2.jpg,Pastry Preparation;Wholesale Orders,AR7,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR8,Product,Orange Blossom Aroma Samra 50 Ml,50 Ml X 12,acbaa7_57f355bca30c48b8a10de4ac0288d00b~mv2.jpg,Pastry Preparation;Wholesale Orders,AR8,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR9,Product,Strawberry Aroma Samra 50 Ml,50 Ml X 12,acbaa7_3b72842f50d64548bbd4892191efeb99~mv2.jpg,Pastry Preparation;Wholesale Orders,AR9,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARGR200g,Product,Red Clay 200g,200g X 24,acbaa7_65b3808259d44773ae35addc721a59c6~mv2.jpg,Body Care;Wholesale Orders,ARGR200g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARGB200g,Product,White Clay 200g,200g X 24,68c626_0b458376fa0d4136ad4999bad8ecd272~mv2.jpg,Body Care;Wholesale Orders,ARWC200g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM1kg,Product,Assila EL MORDJANE,1kg x 12,68c626_a9ad16476ba14395a0e3770a8d644f51~mv2.jpg,Algerian Products;Wholesale Orders,ASM1kg,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFMA120,Product,Mackerel Fillets With Herbs And Spices Belma,120g X 50,acbaa7_e1b93eb2a0fd4104af4a1eb4eba37a73~mv2.jpg,Others;Wholesale Orders,BFMA120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFMHV120,Product,Mackerel Fillets With Vegetable Oil Belma,120g X 50,acbaa7_8c48274dd58d4cd190422ec95f2ff779~mv2.jpg,Others;Wholesale Orders,BFMHV120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
